Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Amazon,1167421,11/02/2020,Southeast,Tennessee,Memphis,Women's Apparel,48,489,23472.0,8429.82,0.36,In-store
Foot Locker,1185732,11/02/2020,Midwest,Ohio,Columbus,Women's Street Footwear,38,571,21698.0,6059.65,0.28,Outlet
Foot Locker,1185732,11/02/2020,Midwest,Indiana,Fort Wayne,Men's Apparel,50,338,16900.0,4487.37,0.27,Outlet
Kohl's,1189833,11/02/2020,Midwest,Illinois,Springfield,Men's Athletic Footwear,54,487,26298.0,8487.05,0.32,Outlet
Amazon,1167421,11/02/2020,Southeast,Florida,Miami,Men's Apparel,46,215,9890.0,3753.07,0.38,In-store
West Gear,1105732,11/02/2020,West,California,Los Angeles,Women's Apparel,35,652,22820.0,7192.76,0.32,In-store
West Gear,1105732,11/02/2021,Northeast,Pennsylvania,Allentown,Women's Street Footwear,61,614,37454.0,10949.14,0.29,Outlet
Sports Direct,1128299,11/02/2021,South,Arkansas,Fort Smith,Women's Street Footwear,38,361,13718.0,3659.74,0.27,Outlet
Kohl's,1189833,11/02/2021,Southeast,Florida,Jacksonville,Women's Athletic Footwear,62,369,22878.0,6954.85,0.3,Online
Sports Direct,1128299,11/02/2021,Northeast,Connecticut,New Haven,Men's Street Footwear,65,464,30160.0,11217.76,0.37,Online
West Gear,1105732,11/02/2021,Southeast,North Carolina,Durham,Men's Apparel,30,355,10650.0,3863.06,0.36,In-store
Sports Direct,1128299,11/02/2021,South,Louisiana,Baton Rouge,Men's Street Footwear,55,478,26290.0,10482.13,0.4,In-store
Kohl's,1189833,11/02/2021,West,Oregon,Portland,Men's Street Footwear,42,390,16380.0,5102.0,0.31,In-store
Walmart,1197831,11/02/2021,Midwest,Michigan,Ann Arbor,Men's Athletic Footwear,68,485,32980.0,10786.57,0.33,Outlet
Amazon,1167421,11/02/2021,South,Arkansas,Fort Smith,Men's Street Footwear,42,424,17808.0,5524.43,0.31,Online
Sports Direct,1128299,11/02/2021,South,Oklahoma,Oklahoma City,Women's Apparel,52,585,30420.0,8866.53,0.29,Online
Walmart,1197831,11/02/2021,West,Washington,Seattle,Women's Athletic Footwear,62,78,4836.0,1434.16,0.3,Online
West Gear,1105732,11/02/2021,South,Oklahoma,Tulsa,Women's Street Footwear,56,410,22960.0,8496.79,0.37,Online
Foot Locker,1185732,11/03/2020,Midwest,Indiana,Evansville,Women's Street Footwear,38,186,7068.0,2424.98,0.34,In-store
Kohl's,1189833,11/03/2020,South,Mississippi,Jackson,Women's Apparel,35,308,10780.0,5326.02,0.49,In-store
Amazon,1167421,11/03/2020,South,Louisiana,Shreveport,Women's Apparel,41,207,8487.0,3491.94,0.41,Online
Amazon,1167421,11/03/2020,Northeast,New York,Buffalo,Men's Apparel,48,218,10464.0,3316.75,0.32,Outlet
Amazon,1167421,11/03/2020,West,Oregon,Salem,Women's Apparel,38,191,7258.0,3180.26,0.44,In-store
Walmart,1197831,11/03/2020,Southeast,North Carolina,Raleigh,Men's Athletic Footwear,64,364,23296.0,11532.12,0.5,In-store
Sports Direct,1128299,11/03/2020,South,Texas,Dallas,Men's Athletic Footwear,83,326,27058.0,8279.95,0.31,Outlet
West Gear,1105732,11/03/2020,West,Washington,Spokane,Women's Apparel,51,249,12699.0,5450.71,0.43,In-store
Sports Direct,1128299,11/03/2020,Northeast,Connecticut,Stamford,Men's Street Footwear,59,518,30562.0,8042.19,0.26,Outlet
West Gear,1105732,11/03/2020,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,74,516,38184.0,8976.41,0.24,Outlet
Foot Locker,1185732,11/03/2020,Midwest,Michigan,Grand Rapids,Women's Athletic Footwear,77,460,35420.0,9162.43,0.26,Outlet
Foot Locker,1185732,11/03/2020,West,Nevada,Henderson,Men's Athletic Footwear,77,700,53900.0,16735.82,0.31,Outlet
Foot Locker,1185732,11/03/2020,West,Colorado,Colorado Springs,Men's Street Footwear,61,289,17629.0,3970.37,0.23,Outlet
Amazon,1167421,11/03/2020,Northeast,New Jersey,Trenton,Men's Athletic Footwear,71,267,18957.0,7936.81,0.42,Online
Foot Locker,1185732,11/03/2021,South,Louisiana,Baton Rouge,Men's Apparel,48,320,15360.0,6822.69,0.44,Online
Kohl's,1189833,11/03/2021,West,California,San Diego,Men's Street Footwear,45,516,23220.0,10377.67,0.45,In-store
Foot Locker,1185732,11/03/2021,Midwest,Indiana,Evansville,Women's Athletic Footwear,64,606,38784.0,17598.64,0.45,In-store
Walmart,1197831,11/03/2021,Midwest,Illinois,Peoria,Women's Apparel,60,154,9240.0,2635.41,0.29,Outlet
Foot Locker,1185732,11/03/2021,Southeast,North Carolina,Durham,Men's Athletic Footwear,52,473,24596.0,8475.08,0.34,Outlet
Amazon,1167421,11/03/2021,Southeast,North Carolina,Charlotte,Women's Apparel,41,536,21976.0,9433.59,0.43,In-store
West Gear,1105732,11/03/2021,Midwest,Illinois,Peoria,Men's Apparel,33,230,7590.0,1892.0,0.25,Outlet
Amazon,1167421,11/03/2021,West,Washington,Spokane,Women's Apparel,36,592,21312.0,7608.73,0.36,In-store
Sports Direct,1128299,11/03/2021,South,Texas,Dallas,Women's Athletic Footwear,74,529,39146.0,13143.04,0.34,In-store
Walmart,1197831,11/03/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,80,347,27760.0,7793.82,0.28,Outlet
Sports Direct,1128299,11/03/2021,Southeast,Tennessee,Knoxville,Women's Athletic Footwear,70,495,34650.0,14365.05,0.41,Online
West Gear,1105732,11/03/2021,South,Mississippi,Hattiesburg,Men's Street Footwear,72,194,13968.0,4812.88,0.34,Online
Foot Locker,1185732,11/03/2021,West,California,San Diego,Men's Apparel,32,251,8032.0,3710.42,0.46,In-store
Foot Locker,1185732,11/03/2021,Southeast,Florida,Orlando,Women's Street Footwear,58,294,17052.0,7102.31,0.42,In-store
Amazon,1167421,11/03/2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,73,445,32485.0,12053.92,0.37,Outlet
Kohl's,1189833,11/03/2021,West,California,Los Angeles,Women's Apparel,44,205,9020.0,3967.01,0.44,Online
Foot Locker,1185732,11/04/2020,Midwest,Minnesota,Minneapolis,Women's Apparel,45,371,16695.0,5962.81,0.36,Online
Sports Direct,1128299,11/04/2020,West,Nevada,Henderson,Men's Street Footwear,67,296,19832.0,5116.54,0.26,Outlet
Amazon,1167421,11/04/2020,Midwest,Michigan,Detroit,Men's Street Footwear,56,365,20440.0,8821.03,0.43,In-store
Sports Direct,1128299,11/04/2020,West,Colorado,Denver,Men's Street Footwear,59,553,32627.0,11356.73,0.35,In-store
Amazon,1167421,11/04/2020,West,Colorado,Denver,Men's Apparel,49,232,11368.0,4072.21,0.36,Online
West Gear,1105732,11/04/2020,South,Arkansas,Fort Smith,Men's Athletic Footwear,79,386,30494.0,10023.88,0.33,Outlet
Sports Direct,1128299,11/04/2020,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,77,613,47201.0,19154.83,0.41,Online
Kohl's,1189833,11/04/2020,Midwest,Ohio,Columbus,Women's Athletic Footwear,50,169,8450.0,3326.34,0.39,Online
Sports Direct,1128299,11/04/2020,Southeast,Florida,Tampa,Men's Athletic Footwear,65,401,26065.0,8315.19,0.32,Outlet
Amazon,1167421,11/04/2020,South,Texas,Austin,Women's Street Footwear,49,86,4214.0,1072.29,0.25,Outlet
Walmart,1197831,11/04/2020,Southeast,Georgia,Atlanta,Women's Apparel,52,410,21320.0,8463.17,0.4,In-store
Kohl's,1189833,11/04/2020,South,Texas,Houston,Men's Apparel,57,313,17841.0,5294.29,0.3,Outlet
Walmart,1197831,11/04/2020,West,Colorado,Denver,Men's Street Footwear,41,387,15867.0,4828.53,0.3,Online
Kohl's,1189833,11/04/2020,Midwest,Indiana,Fort Wayne,Men's Apparel,55,324,17820.0,7393.34,0.41,In-store
Kohl's,1189833,11/04/2021,South,Mississippi,Gulfport,Women's Street Footwear,50,505,25250.0,8568.74,0.34,Outlet
Kohl's,1189833,11/04/2021,Southeast,Florida,Orlando,Men's Apparel,55,372,20460.0,6243.85,0.31,Online
Amazon,1167421,11/04/2021,Southeast,Georgia,Augusta,Men's Athletic Footwear,67,261,17487.0,6828.15,0.39,In-store
Walmart,1197831,11/04/2021,South,Louisiana,Baton Rouge,Women's Apparel,31,463,14353.0,3653.53,0.25,Outlet
Sports Direct,1128299,11/04/2021,Northeast,Massachusetts,Springfield,Men's Apparel,50,439,21950.0,5198.33,0.24,Outlet
Kohl's,1189833,11/04/2021,West,Colorado,Colorado Springs,Men's Street Footwear,60,630,37800.0,10524.21,0.28,Outlet
Kohl's,1189833,11/04/2021,West,Washington,Tacoma,Men's Athletic Footwear,85,387,32895.0,11798.21,0.36,In-store
Walmart,1197831,11/04/2021,Southeast,North Carolina,Durham,Women's Apparel,31,260,8060.0,2949.56,0.37,In-store
West Gear,1105732,11/04/2021,Midwest,Minnesota,Saint Paul,Men's Street Footwear,47,467,21949.0,10120.53,0.46,In-store
Amazon,1167421,11/04/2021,South,Mississippi,Jackson,Men's Street Footwear,67,478,32026.0,10919.94,0.34,Outlet
Sports Direct,1128299,11/04/2021,South,Mississippi,Jackson,Women's Athletic Footwear,69,491,33879.0,9935.15,0.29,Online
Kohl's,1189833,11/04/2021,Midwest,Minnesota,Saint Paul,Men's Athletic Footwear,71,358,25418.0,10674.13,0.42,In-store
Sports Direct,1128299,11/04/2021,South,Louisiana,Baton Rouge,Men's Street Footwear,57,350,19950.0,6168.26,0.31,In-store
Foot Locker,1185732,11/04/2021,Midwest,Minnesota,Rochester,Men's Street Footwear,48,700,33600.0,12084.35,0.36,In-store
Sports Direct,1128299,11/04/2021,West,Nevada,Las Vegas,Women's Street Footwear,52,569,29588.0,6894.0,0.23,Outlet
Foot Locker,1185732,11/05/2020,Southeast,Virginia,Richmond,Women's Apparel,43,326,14018.0,3776.18,0.27,Outlet
West Gear,1105732,11/05/2020,West,Washington,Spokane,Men's Athletic Footwear,68,562,38216.0,12673.04,0.33,In-store
Sports Direct,1128299,11/05/2020,South,Mississippi,Jackson,Women's Athletic Footwear,59,237,13983.0,6062.43,0.43,In-store
Walmart,1197831,11/05/2020,Southeast,North Carolina,Charlotte,Women's Apparel,49,637,31213.0,13749.48,0.44,Online
Walmart,1197831,11/05/2020,Northeast,Connecticut,New Haven,Men's Athletic Footwear,84,441,37044.0,10242.83,0.28,Outlet
Kohl's,1189833,11/05/2020,Midwest,Michigan,Grand Rapids,Men's Athletic Footwear,61,408,24888.0,8624.46,0.35,Outlet
Foot Locker,1185732,11/05/2020,Northeast,New Jersey,Newark,Women's Athletic Footwear,76,250,19000.0,7105.51,0.37,In-store
Amazon,1167421,11/05/2020,West,Washington,Spokane,Men's Apparel,57,684,38988.0,13248.48,0.34,Outlet
West Gear,1105732,11/05/2020,Midwest,Ohio,Columbus,Men's Athletic Footwear,77,627,48279.0,21052.86,0.44,Online
Amazon,1167421,11/05/2020,Midwest,Indiana,Evansville,Men's Athletic Footwear,78,600,46800.0,16501.74,0.35,Outlet
Sports Direct,1128299,11/05/2020,Southeast,North Carolina,Raleigh,Men's Street Footwear,63,404,25452.0,8597.48,0.34,Online
Sports Direct,1128299,11/05/2020,South,Texas,Houston,Women's Street Footwear,54,133,7182.0,3424.06,0.48,In-store
Walmart,1197831,11/05/2020,South,Texas,Houston,Women's Street Footwear,43,460,19780.0,5689.38,0.29,Outlet
West Gear,1105732,11/05/2020,Northeast,New Jersey,Newark,Women's Apparel,55,203,11165.0,3245.86,0.29,Online
West Gear,1105732,11/05/2021,Southeast,Tennessee,Nashville,Women's Athletic Footwear,83,240,19920.0,7066.72,0.35,In-store
Amazon,1167421,11/05/2021,West,Nevada,Reno,Women's Street Footwear,61,590,35990.0,11583.55,0.32,In-store
Amazon,1167421,11/05/2021,Midwest,Minnesota,Minneapolis,Women's Street Footwear,48,407,19536.0,6326.65,0.32,Outlet
Amazon,1167421,11/05/2021,West,Washington,Tacoma,Men's Street Footwear,71,371,26341.0,8454.09,0.32,Outlet
Walmart,1197831,11/05/2021,Northeast,New York,New York,Women's Street Footwear,65,197,12805.0,3127.03,0.24,Outlet
Amazon,1167421,11/05/2021,Southeast,Florida,Miami,Women's Street Footwear,43,627,26961.0,6645.29,0.25,Outlet
Amazon,1167421,11/05/2021,West,Nevada,Reno,Men's Street Footwear,49,125,6125.0,2172.51,0.35,In-store
West Gear,1105732,11/05/2021,South,Mississippi,Hattiesburg,Women's Apparel,57,396,22572.0,8144.48,0.36,Online
Sports Direct,1128299,11/05/2021,Midwest,Ohio,Cleveland,Men's Apparel,48,688,33024.0,11033.68,0.33,Outlet
Walmart,1197831,11/05/2021,South,Mississippi,Gulfport,Men's Street Footwear,43,271,11653.0,3162.06,0.27,Outlet
West Gear,1105732,11/05/2021,Southeast,Georgia,Augusta,Women's Street Footwear,60,280,16800.0,5731.84,0.34,Outlet
Walmart,1197831,11/05/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,65,190,12350.0,4186.57,0.34,In-store
Foot Locker,1185732,11/05/2021,Northeast,Connecticut,Stamford,Women's Athletic Footwear,47,118,5546.0,1278.35,0.23,Outlet
Sports Direct,1128299,11/05/2021,Southeast,Virginia,Virginia Beach,Men's Athletic Footwear,76,327,24852.0,12423.89,0.5,In-store
West Gear,1105732,11/05/2021,Southeast,North Carolina,Durham,Women's Street Footwear,46,135,6210.0,2283.55,0.37,In-store
Walmart,1197831,11/05/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,75,583,43725.0,18907.47,0.43,In-store
Foot Locker,1185732,11/05/2021,Southeast,Florida,Tampa,Men's Street Footwear,40,523,20920.0,4953.09,0.24,Outlet
Amazon,1167421,11/05/2021,Southeast,Virginia,Virginia Beach,Men's Street Footwear,73,217,15841.0,6325.89,0.4,In-store
Amazon,1167421,11/05/2021,West,Colorado,Aurora,Women's Street Footwear,47,169,7943.0,3255.57,0.41,In-store
Sports Direct,1128299,11/05/2021,Midwest,Minnesota,Minneapolis,Men's Street Footwear,57,236,13452.0,3247.25,0.24,Outlet
Walmart,1197831,11/05/2021,West,Oregon,Salem,Women's Athletic Footwear,63,163,10269.0,3427.64,0.33,Online
Amazon,1167421,11/06/2020,Midwest,Michigan,Grand Rapids,Women's Athletic Footwear,49,691,33859.0,11067.73,0.33,In-store
Amazon,1167421,11/06/2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,54,673,36342.0,11230.59,0.31,Online
Amazon,1167421,11/06/2020,Southeast,Florida,Miami,Women's Athletic Footwear,63,491,30933.0,9380.48,0.3,In-store
Kohl's,1189833,11/06/2020,West,Washington,Tacoma,Women's Street Footwear,60,177,10620.0,4869.86,0.46,In-store
West Gear,1105732,11/06/2020,Midwest,Minnesota,Saint Paul,Men's Street Footwear,50,323,16150.0,6819.45,0.42,Online
Sports Direct,1128299,11/06/2020,Midwest,Minnesota,Rochester,Men's Athletic Footwear,88,651,57288.0,19751.02,0.34,Outlet
Sports Direct,1128299,11/06/2020,West,Oregon,Eugene,Women's Street Footwear,47,228,10716.0,3346.83,0.31,In-store
Amazon,1167421,11/06/2020,Northeast,Connecticut,Hartford,Women's Apparel,43,155,6665.0,2218.97,0.33,Online
Kohl's,1189833,11/06/2020,Midwest,Michigan,Ann Arbor,Women's Apparel,58,120,6960.0,2821.59,0.41,Online
Sports Direct,1128299,11/06/2021,Northeast,Connecticut,Stamford,Women's Street Footwear,37,72,2664.0,1210.74,0.45,In-store
Amazon,1167421,11/06/2021,West,Nevada,Las Vegas,Men's Athletic Footwear,51,616,31416.0,13782.21,0.44,Online
West Gear,1105732,11/06/2021,Northeast,Massachusetts,Boston,Women's Athletic Footwear,56,124,6944.0,2360.71,0.34,Outlet
Foot Locker,1185732,11/06/2021,Midwest,Michigan,Ann Arbor,Men's Street Footwear,44,578,25432.0,7603.12,0.3,Outlet
Sports Direct,1128299,11/06/2021,Midwest,Minnesota,Rochester,Men's Apparel,51,246,12546.0,3910.12,0.31,Outlet
Amazon,1167421,11/06/2021,West,Nevada,Reno,Women's Athletic Footwear,62,389,24118.0,10320.28,0.43,Online
West Gear,1105732,11/06/2021,Midwest,Minnesota,Saint Paul,Women's Athletic Footwear,70,105,7350.0,2653.65,0.36,Online
Walmart,1197831,11/06/2021,Southeast,North Carolina,Durham,Men's Athletic Footwear,52,489,25428.0,9461.54,0.37,Online
West Gear,1105732,11/06/2021,Northeast,New Jersey,Jersey City,Women's Apparel,44,593,26092.0,8965.57,0.34,In-store
Sports Direct,1128299,11/06/2021,Northeast,New York,Albany,Men's Athletic Footwear,86,393,33798.0,8541.52,0.25,Outlet
Foot Locker,1185732,11/06/2021,Midwest,Minnesota,Rochester,Men's Athletic Footwear,57,431,24567.0,6670.05,0.27,Online
Sports Direct,1128299,11/06/2021,Midwest,Indiana,Fort Wayne,Women's Athletic Footwear,72,193,13896.0,5325.08,0.38,In-store
Walmart,1197831,11/06/2021,South,Mississippi,Hattiesburg,Women's Street Footwear,43,525,22575.0,9766.75,0.43,Online
Amazon,1167421,11/06/2021,West,Washington,Tacoma,Men's Athletic Footwear,53,237,12561.0,5563.25,0.44,Online
Amazon,1167421,11/06/2021,Midwest,Minnesota,Rochester,Men's Apparel,55,550,30250.0,10300.67,0.34,In-store
Kohl's,1189833,11/06/2021,West,Colorado,Colorado Springs,Women's Athletic Footwear,56,488,27328.0,11065.75,0.4,In-store
Walmart,1197831,11/06/2021,South,Texas,Houston,Women's Athletic Footwear,63,197,12411.0,3299.86,0.27,Outlet
Walmart,1197831,11/06/2021,Southeast,North Carolina,Charlotte,Men's Apparel,40,230,9200.0,3826.28,0.42,Online
West Gear,1105732,11/06/2021,Northeast,Connecticut,Stamford,Men's Apparel,29,347,10063.0,4627.95,0.46,In-store
Kohl's,1189833,11/06/2021,Southeast,North Carolina,Durham,Men's Apparel,60,503,30180.0,9982.55,0.33,Outlet
Foot Locker,1185732,11/06/2021,Northeast,New Jersey,Jersey City,Men's Street Footwear,55,508,27940.0,8831.31,0.32,Outlet
Amazon,1167421,11/06/2021,South,Oklahoma,Tulsa,Men's Street Footwear,41,191,7831.0,2363.04,0.3,In-store
Walmart,1197831,11/07/2020,West,California,Los Angeles,Men's Apparel,30,394,11820.0,4617.93,0.39,Online
Amazon,1167421,11/07/2020,Southeast,Georgia,Savannah,Women's Apparel,42,441,18522.0,7821.25,0.42,Online
Sports Direct,1128299,11/07/2020,Northeast,Massachusetts,Worcester,Men's Athletic Footwear,78,246,19188.0,8272.31,0.43,Online
Amazon,1167421,11/07/2020,Southeast,North Carolina,Charlotte,Men's Street Footwear,62,637,39494.0,10648.64,0.27,Outlet
Sports Direct,1128299,11/07/2020,West,Oregon,Eugene,Women's Apparel,60,338,20280.0,6530.34,0.32,In-store
Sports Direct,1128299,11/07/2020,Midwest,Michigan,Detroit,Men's Athletic Footwear,79,270,21330.0,8275.12,0.39,Online
Amazon,1167421,11/07/2020,Midwest,Michigan,Grand Rapids,Women's Apparel,54,569,30726.0,14894.77,0.48,In-store
Amazon,1167421,11/07/2020,South,Arkansas,Fort Smith,Women's Apparel,52,317,16484.0,7755.47,0.47,In-store
Foot Locker,1185732,11/07/2020,South,Louisiana,New Orleans,Men's Apparel,55,530,29150.0,7007.56,0.24,Outlet
Sports Direct,1128299,11/07/2020,West,Washington,Spokane,Women's Apparel,54,233,12582.0,5297.39,0.42,Online
Amazon,1167421,11/07/2020,West,Oregon,Eugene,Women's Street Footwear,42,693,29106.0,8511.44,0.29,Outlet
Amazon,1167421,11/07/2020,Midwest,Michigan,Ann Arbor,Men's Street Footwear,57,445,25365.0,6547.71,0.26,Outlet
Foot Locker,1185732,11/07/2020,Southeast,Virginia,Richmond,Women's Athletic Footwear,51,506,25806.0,9436.54,0.37,Outlet
Walmart,1197831,11/07/2020,Northeast,Pennsylvania,Allentown,Women's Athletic Footwear,55,144,7920.0,3761.5,0.47,In-store
Foot Locker,1185732,11/07/2020,Midwest,Indiana,Indianapolis,Men's Apparel,55,681,37455.0,11580.37,0.31,Online
Sports Direct,1128299,11/07/2020,Northeast,New Jersey,Jersey City,Women's Street Footwear,45,690,31050.0,9475.07,0.31,Online
Sports Direct,1128299,11/07/2020,Northeast,Massachusetts,Worcester,Women's Athletic Footwear,45,667,30015.0,10535.83,0.35,Online
Foot Locker,1185732,11/07/2020,Midwest,Illinois,Springfield,Women's Apparel,58,484,28072.0,11627.9,0.41,In-store
Sports Direct,1128299,11/07/2020,Southeast,Virginia,Virginia Beach,Women's Apparel,60,273,16380.0,7129.22,0.44,In-store
Sports Direct,1128299,11/07/2020,Midwest,Minnesota,Rochester,Women's Apparel,47,334,15698.0,6172.57,0.39,In-store
Foot Locker,1185732,11/07/2020,South,Texas,Dallas,Men's Street Footwear,49,589,28861.0,8535.88,0.3,Online
Kohl's,1189833,11/07/2021,Midwest,Michigan,Grand Rapids,Women's Athletic Footwear,62,564,34968.0,11654.08,0.33,Online
Kohl's,1189833,11/07/2021,Midwest,Illinois,Peoria,Women's Street Footwear,41,343,14063.0,4269.31,0.3,Online
Amazon,1167421,11/07/2021,Southeast,Virginia,Richmond,Men's Street Footwear,57,413,23541.0,7248.9,0.31,Online
Sports Direct,1128299,11/07/2021,Southeast,Virginia,Norfolk,Women's Street Footwear,57,389,22173.0,7563.93,0.34,In-store
Amazon,1167421,11/07/2021,South,Mississippi,Gulfport,Women's Athletic Footwear,81,375,30375.0,8634.73,0.28,Outlet
West Gear,1105732,11/07/2021,South,Oklahoma,Tulsa,Women's Apparel,57,547,31179.0,11084.59,0.36,In-store
West Gear,1105732,11/07/2021,Northeast,New York,Buffalo,Men's Athletic Footwear,85,541,45985.0,20218.37,0.44,Online
Walmart,1197831,11/07/2021,Northeast,Pennsylvania,Pittsburgh,Women's Athletic Footwear,72,645,46440.0,15102.23,0.33,Outlet
Sports Direct,1128299,11/07/2021,South,Mississippi,Hattiesburg,Women's Apparel,31,233,7223.0,3527.81,0.49,In-store
Sports Direct,1128299,11/07/2021,West,Nevada,Reno,Women's Athletic Footwear,82,518,42476.0,16247.11,0.38,In-store
Amazon,1167421,11/07/2021,West,Nevada,Las Vegas,Men's Apparel,40,681,27240.0,8546.37,0.31,Online
Sports Direct,1128299,11/08/2020,Midwest,Minnesota,Saint Paul,Women's Street Footwear,44,403,17732.0,6949.09,0.39,Online
Sports Direct,1128299,11/08/2020,Northeast,Connecticut,Stamford,Men's Athletic Footwear,59,373,22007.0,7436.03,0.34,Outlet
Kohl's,1189833,11/08/2020,South,Texas,San Antonio,Men's Apparel,46,609,28014.0,7321.98,0.26,Outlet
Walmart,1197831,11/08/2020,Midwest,Minnesota,Rochester,Women's Apparel,31,350,10850.0,3759.57,0.35,Online
West Gear,1105732,11/08/2020,West,Nevada,Las Vegas,Women's Street Footwear,58,301,17458.0,7781.13,0.45,In-store
Amazon,1167421,11/08/2020,Northeast,New York,New York,Women's Athletic Footwear,56,631,35336.0,11891.5,0.34,Online
Foot Locker,1185732,11/08/2020,West,Colorado,Denver,Women's Athletic Footwear,82,387,31734.0,15378.86,0.48,In-store
Walmart,1197831,11/08/2020,Northeast,New York,Rochester,Women's Apparel,50,602,30100.0,11214.07,0.37,In-store
Sports Direct,1128299,11/08/2020,Midwest,Ohio,Columbus,Women's Street Footwear,50,649,32450.0,16133.15,0.5,In-store
Amazon,1167421,11/08/2020,West,California,San Diego,Women's Street Footwear,38,645,24510.0,11430.0,0.47,In-store
Kohl's,1189833,11/08/2020,West,Oregon,Salem,Men's Street Footwear,75,561,42075.0,15667.03,0.37,Online
Sports Direct,1128299,11/08/2020,Midwest,Ohio,Columbus,Women's Apparel,41,256,10496.0,3783.81,0.36,Outlet
Sports Direct,1128299,11/08/2020,Midwest,Indiana,Indianapolis,Women's Street Footwear,60,233,13980.0,4844.85,0.35,In-store
Kohl's,1189833,11/08/2020,Northeast,New York,Albany,Women's Athletic Footwear,72,196,14112.0,4028.93,0.29,Outlet
Amazon,1167421,11/08/2020,Northeast,Pennsylvania,Allentown,Men's Apparel,31,642,19902.0,8139.64,0.41,Online
Amazon,1167421,11/08/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,74,562,41588.0,19703.9,0.47,In-store
Sports Direct,1128299,11/08/2021,South,Arkansas,Fort Smith,Men's Street Footwear,72,130,9360.0,3254.15,0.35,Online
Amazon,1167421,11/08/2021,Southeast,Florida,Tampa,Men's Apparel,27,284,7668.0,2325.98,0.3,In-store
Walmart,1197831,11/08/2021,Midwest,Minnesota,Minneapolis,Men's Apparel,47,105,4935.0,1259.34,0.26,Outlet
Kohl's,1189833,11/08/2021,West,Colorado,Denver,Women's Apparel,57,340,19380.0,8684.03,0.45,In-store
Foot Locker,1185732,11/08/2021,West,Nevada,Reno,Women's Street Footwear,60,88,5280.0,1810.82,0.34,In-store
Walmart,1197831,11/08/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,73,515,37595.0,12622.51,0.34,Outlet
West Gear,1105732,11/08/2021,Midwest,Michigan,Detroit,Women's Apparel,56,254,14224.0,4717.78,0.33,Outlet
Walmart,1197831,11/08/2021,Northeast,Connecticut,Stamford,Men's Apparel,39,506,19734.0,7369.43,0.37,Outlet
Sports Direct,1128299,11/08/2021,South,Texas,Dallas,Women's Athletic Footwear,84,299,25116.0,12158.12,0.48,In-store
Kohl's,1189833,11/08/2021,Southeast,Virginia,Virginia Beach,Women's Street Footwear,45,505,22725.0,7624.36,0.34,Online
West Gear,1105732,11/08/2021,West,Nevada,Las Vegas,Men's Apparel,60,348,20880.0,9178.71,0.44,Online
Walmart,1197831,11/08/2021,Midwest,Ohio,Columbus,Women's Apparel,54,460,24840.0,9571.0,0.39,Online
Foot Locker,1185732,11/08/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,43,656,28208.0,10571.18,0.37,Outlet
Sports Direct,1128299,11/08/2021,West,California,San Diego,Women's Street Footwear,51,536,27336.0,8390.99,0.31,In-store
Walmart,1197831,11/08/2021,South,Mississippi,Jackson,Men's Apparel,48,228,10944.0,4718.52,0.43,Online
Sports Direct,1128299,11/09/2020,Southeast,Florida,Miami,Men's Athletic Footwear,68,442,30056.0,9125.53,0.3,Outlet
Sports Direct,1128299,11/09/2020,Northeast,New York,Rochester,Men's Apparel,42,203,8526.0,2612.25,0.31,Online
Walmart,1197831,11/09/2020,South,Texas,Austin,Women's Street Footwear,56,301,16856.0,6297.89,0.37,Online
Sports Direct,1128299,11/09/2020,West,Oregon,Eugene,Women's Athletic Footwear,70,340,23800.0,9425.08,0.4,Online
West Gear,1105732,11/09/2020,Southeast,Georgia,Augusta,Men's Street Footwear,72,431,31032.0,13934.38,0.45,In-store
West Gear,1105732,11/09/2020,West,California,Sacramento,Women's Apparel,52,495,25740.0,8758.34,0.34,Online
Amazon,1167421,11/09/2020,Midwest,Indiana,Indianapolis,Men's Apparel,59,645,38055.0,11621.17,0.31,Online
Sports Direct,1128299,11/09/2020,Southeast,Virginia,Norfolk,Women's Athletic Footwear,65,641,41665.0,18750.92,0.45,In-store
West Gear,1105732,11/09/2020,Midwest,Michigan,Detroit,Men's Apparel,58,152,8816.0,2772.65,0.31,Online
Foot Locker,1185732,11/09/2020,Midwest,Ohio,Cleveland,Men's Apparel,43,585,25155.0,11267.88,0.45,In-store
Kohl's,1189833,11/09/2020,South,Arkansas,Fort Smith,Women's Athletic Footwear,64,487,31168.0,11529.65,0.37,Outlet
Sports Direct,1128299,11/09/2020,Southeast,Tennessee,Memphis,Women's Street Footwear,61,190,11590.0,3961.39,0.34,Online
Amazon,1167421,11/09/2020,South,Oklahoma,Tulsa,Men's Athletic Footwear,84,75,6300.0,1697.37,0.27,Outlet
